================================================================================
PARITY TEST REPORT
================================================================================
Generated: 2025-12-05T02:33:41.324233
Git commit: ff660ecea2b49dc980cd3812efdee5a455d47103

Total tests: 1548
Passed (strict): 700/1548
Passed (tolerant): 1548/1548
Event failures: 0/1548
Value failures: 848/1548
Errors: 0/1548


================================================================================
ALL RESULTS
================================================================================
model,scenario,country,status,event_parity,value_parity,rust_events,python_events,max_rel_diff
model,asthma_cr1,IRQ,passed,True,True,16084,16084,0.005150
model,asthma_cr1,IRL,passed_tolerant,True,False,16084,16084,0.035925
model,asthma_cr1,ISR,passed,True,True,16084,16084,0.007812
model,asthma_cr1,ITA,passed_tolerant,True,False,16084,16084,0.049311
model,asthma_cr1,JAM,passed_tolerant,True,False,16084,16084,0.010396
model,asthma_cr1,JPN,passed_tolerant,True,False,16084,16084,0.014126
model,asthma_cr1,JOR,passed,True,True,16084,16084,0.002318
model,asthma_cr1,KAZ,passed,True,True,16084,16084,0.006055
model,asthma_cr1,KEN,passed,True,True,16084,16084,0.004467
model,asthma_cr1,PRK,passed_tolerant,True,False,16084,16084,0.188443
model,asthma_cr1,KOR,passed,True,True,16084,16084,0.009165
model,asthma_cr1,KWT,passed_tolerant,True,False,16084,16084,0.011380
model,asthma_cr1,KGZ,passed,True,True,16084,16084,0.008272
model,asthma_cr1,LAO,passed,True,True,16084,16084,0.004681
model,asthma_cr1,LVA,passed_tolerant,True,False,16084,16084,0.010425
model,asthma_cr1,LBN,passed,True,True,16084,16084,0.006599
model,asthma_cr1,LSO,passed_tolerant,True,False,16084,16084,0.014450
model,asthma_cr1,LBR,passed,True,True,16084,16084,0.005377
model,asthma_cr1,LBY,passed_tolerant,True,False,16084,16084,0.038739
model,asthma_cr1,LTU,passed_tolerant,True,False,16084,16084,0.016453
model,asthma_cr1,LUX,passed_tolerant,True,False,16084,16084,0.010929
model,asthma_cr1,MKD,passed_tolerant,True,False,16084,16084,0.066760
model,asthma_cr1,MDG,passed_tolerant,True,False,16084,16084,0.474800
model,asthma_cr1,MWI,passed_tolerant,True,False,16084,16084,0.101100
model,asthma_cr1,MYS,passed,True,True,16084,16084,0.007314
model,asthma_cr1,MDV,passed,True,True,16084,16084,0.002998
model,asthma_cr1,MLI,passed_tolerant,True,False,16084,16084,0.023571
model,asthma_cr1,MLT,passed_tolerant,True,False,16084,16084,0.024565
model,asthma_cr1,MRT,passed_tolerant,True,False,16084,16084,0.065029
model,asthma_cr1,MUS,passed_tolerant,True,False,16084,16084,0.058330
model,asthma_cr1,MEX,passed_tolerant,True,False,16084,16084,0.047982
model,asthma_cr1,MDA,passed_tolerant,True,False,16084,16084,0.017727
model,asthma_cr1,MNG,passed,True,True,16084,16084,0.005717
model,asthma_cr1,MNE,passed_tolerant,True,False,16084,16084,0.077548
model,asthma_cr1,MAR,passed,True,True,16084,16084,0.006723
model,asthma_cr1,MOZ,passed,True,True,16084,16084,0.003171
model,asthma_cr1,MMR,passed_tolerant,True,False,16084,16084,0.020450
model,asthma_cr1,NAM,passed,True,True,16084,16084,0.008735
model,asthma_cr1,NPL,passed,True,True,16084,16084,0.005099
model,asthma_cr1,NLD,passed_tolerant,True,False,16084,16084,0.066489
model,asthma_cr1,NZL,passed,True,True,16084,16084,0.007486
model,asthma_cr1,NIC,passed_tolerant,True,False,16084,16084,0.012806
model,asthma_cr1,NER,passed_tolerant,True,False,16084,16084,0.121300
model,asthma_cr1,NGA,passed_tolerant,True,False,16084,16084,0.032026
model,asthma_cr1,NOR,passed,True,True,16084,16084,0.008180
model,asthma_cr1,OMN,passed,True,True,16084,16084,0.006155
model,asthma_cr1,PAK,passed,True,True,16084,16084,0.005116
model,asthma_cr1,PAN,passed_tolerant,True,False,16084,16084,0.016979
model,asthma_cr1,PNG,passed_tolerant,True,False,16084,16084,0.012955
model,asthma_cr1,PRY,passed,True,True,16084,16084,0.008584
model,asthma_cr1,PHL,passed_tolerant,True,False,16084,16084,0.014126
model,asthma_cr1,POL,passed_tolerant,True,False,16084,16084,0.222300
model,asthma_cr1,PRT,passed_tolerant,True,False,16084,16084,0.014040
model,asthma_cr1,QAT,passed_tolerant,True,False,16084,16084,0.010146
model,asthma_cr1,ROU,passed_tolerant,True,False,16084,16084,0.021939
model,asthma_cr1,RUS,passed,True,True,16084,16084,0.007058
model,asthma_cr1,RWA,passed_tolerant,True,False,16084,16084,0.018624
model,asthma_cr1,WSM,passed,True,True,16084,16084,0.003468
model,asthma_cr1,STP,passed,True,True,16084,16084,0.005992
model,asthma_cr1,SAU,passed,True,True,16084,16084,0.003412
model,asthma_cr1,SEN,passed,True,True,16084,16084,0.006590
model,asthma_cr1,SRB,passed_tolerant,True,False,16084,16084,0.333400
model,asthma_cr1,SYC,passed_tolerant,True,False,16084,16084,0.010200
model,asthma_cr1,SLE,passed_tolerant,True,False,16084,16084,0.075850
model,asthma_cr1,SGP,passed_tolerant,True,False,16084,16084,0.031625
model,asthma_cr1,SVK,passed_tolerant,True,False,16084,16084,0.074674
model,asthma_cr1,SVN,passed_tolerant,True,False,16084,16084,0.062971
model,asthma_cr1,SLB,passed,True,True,16084,16084,0.003851
model,asthma_cr1,SOM,passed,True,True,16084,16084,0.009901
model,asthma_cr1,ZAF,passed_tolerant,True,False,16084,16084,0.070800
model,asthma_cr1,ESP,passed_tolerant,True,False,16084,16084,0.016157
model,asthma_cr1,LKA,passed,True,True,16084,16084,0.005267
model,asthma_cr1,SDN,passed_tolerant,True,False,16084,16084,0.039057
model,asthma_cr1,SUR,passed_tolerant,True,False,16084,16084,0.012370
model,asthma_cr1,SWZ,passed,True,True,16084,16084,0.002412
model,asthma_cr1,SWE,passed_tolerant,True,False,16084,16084,0.024069
model,asthma_cr1,CHE,passed,True,True,16084,16084,0.008036
model,asthma_cr1,SYR,passed,True,True,16084,16084,0.002276
model,asthma_cr1,TJK,passed_tolerant,True,False,16084,16084,0.050590
model,asthma_cr1,TZA,passed_tolerant,True,False,16084,16084,0.232400
model,asthma_cr1,THA,passed_tolerant,True,False,16084,16084,1.000000
model,asthma_cr1,TGO,passed_tolerant,True,False,16084,16084,0.139044
model,asthma_cr1,TON,passed,True,True,16084,16084,0.003550
model,asthma_cr1,TTO,passed,True,True,16084,16084,0.003274
model,asthma_cr1,TUN,passed,True,True,16084,16084,0.008579
model,asthma_cr1,TUR,passed_tolerant,True,False,16084,16084,0.023271
model,asthma_cr1,TKM,passed_tolerant,True,False,16084,16084,0.023846
model,asthma_cr1,UGA,passed,True,True,16084,16084,0.007812
model,asthma_cr1,UKR,passed_tolerant,True,False,16084,16084,1.000000
model,asthma_cr1,ARE,passed,True,True,16084,16084,0.006833
model,asthma_cr1,GBR,passed_tolerant,True,False,16084,16084,0.041277
model,asthma_cr1,USA,passed_tolerant,True,False,16084,16084,0.083040
model,asthma_cr1,URY,passed_tolerant,True,False,16084,16084,0.025911
model,asthma_cr1,UZB,passed,True,True,16084,16084,0.009901
model,asthma_cr1,VUT,passed_tolerant,True,False,16084,16084,0.037181
model,asthma_cr1,VEN,passed,True,True,16084,16084,0.006217
model,asthma_cr1,VNM,passed_tolerant,True,False,16084,16084,1.000000
model,asthma_cr1,YEM,passed,True,True,16084,16084,0.001854
model,asthma_cr1,ZMB,passed_tolerant,True,False,16084,16084,0.037701
model,asthma_cr1,ZWE,passed_tolerant,True,False,16084,16084,0.013987
model,tobacco_t1,AFG,passed,True,True,16084,16084,0.003438
model,tobacco_t1,ALB,passed,True,True,16084,16084,0.004837
model,tobacco_t1,DZA,passed_tolerant,True,False,16084,16084,0.046111
model,tobacco_t1,AGO,passed,True,True,16084,16084,0.004204
model,tobacco_t1,ARG,passed_tolerant,True,False,16084,16084,0.047982
model,tobacco_t1,ARM,passed,True,True,16084,16084,0.005033
model,tobacco_t1,AUS,passed_tolerant,True,False,16084,16084,0.022180
model,tobacco_t1,AUT,passed_tolerant,True,False,16084,16084,0.023607
model,tobacco_t1,AZE,passed_tolerant,True,False,16084,16084,0.057049
model,tobacco_t1,BHS,passed,True,True,16084,16084,0.005678
model,tobacco_t1,BHR,passed,True,True,16084,16084,0.004652
model,tobacco_t1,BGD,passed,True,True,16084,16084,0.009238
model,tobacco_t1,BRB,passed,True,True,16084,16084,0.009901
model,tobacco_t1,BLR,passed_tolerant,True,False,16084,16084,0.022842
model,tobacco_t1,BEL,passed_tolerant,True,False,16084,16084,0.019590
model,tobacco_t1,BLZ,passed,True,True,16084,16084,0.005098
model,tobacco_t1,BEN,passed_tolerant,True,False,16084,16084,0.104467
model,tobacco_t1,BTN,passed_tolerant,True,False,16084,16084,0.055650
model,tobacco_t1,BIH,passed_tolerant,True,False,16084,16084,0.024508
model,tobacco_t1,BWA,passed_tolerant,True,False,16084,16084,0.012722
model,tobacco_t1,BRA,passed_tolerant,True,False,16084,16084,0.040500
model,tobacco_t1,BRN,passed_tolerant,True,False,16084,16084,0.032644
model,tobacco_t1,BGR,passed_tolerant,True,False,16084,16084,0.023724
model,tobacco_t1,BFA,passed,True,True,16084,16084,0.003467
model,tobacco_t1,BDI,passed,True,True,16084,16084,0.008176
model,tobacco_t1,KHM,passed_tolerant,True,False,16084,16084,0.015587
model,tobacco_t1,CMR,passed_tolerant,True,False,16084,16084,0.045359
model,tobacco_t1,CAN,passed_tolerant,True,False,16084,16084,0.041311
model,tobacco_t1,CPV,passed,True,True,16084,16084,0.006068
model,tobacco_t1,CAF,passed,True,True,16084,16084,0.003844
model,tobacco_t1,TCD,passed_tolerant,True,False,16084,16084,0.035909
model,tobacco_t1,CHL,passed_tolerant,True,False,16084,16084,0.026027
model,tobacco_t1,CHN,passed_tolerant,True,False,16084,16084,0.057333
model,tobacco_t1,COL,passed_tolerant,True,False,16084,16084,0.013246
model,tobacco_t1,COM,passed_tolerant,True,False,16084,16084,0.011118
model,tobacco_t1,COG,passed_tolerant,True,False,16084,16084,0.029315
model,tobacco_t1,COD,passed_tolerant,True,False,16084,16084,0.027514
model,tobacco_t1,CRI,passed_tolerant,True,False,16084,16084,0.019704
model,tobacco_t1,CIV,passed_tolerant,True,False,16084,16084,0.028044
model,tobacco_t1,HRV,passed_tolerant,True,False,16084,16084,0.041727
model,tobacco_t1,CUB,passed_tolerant,True,False,16084,16084,0.024185
model,tobacco_t1,CYP,passed_tolerant,True,False,16084,16084,0.012985
model,tobacco_t1,CZE,passed_tolerant,True,False,16084,16084,0.026625
model,tobacco_t1,DNK,passed_tolerant,True,False,16084,16084,0.014767
model,tobacco_t1,DJI,passed_tolerant,True,False,16084,16084,0.031843
model,tobacco_t1,DOM,passed,True,True,16084,16084,0.006220
model,tobacco_t1,EGY,passed,True,True,16084,16084,0.003467
model,tobacco_t1,SLV,passed,True,True,16084,16084,0.005545
model,tobacco_t1,GNQ,passed,True,True,16084,16084,0.003925
model,tobacco_t1,ERI,passed,True,True,16084,16084,0.005347
model,tobacco_t1,EST,passed,True,True,16084,16084,0.009994
model,tobacco_t1,ETH,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t1,FJI,passed,True,True,16084,16084,0.003266
model,tobacco_t1,FIN,passed_tolerant,True,False,16084,16084,0.032678
model,tobacco_t1,FRA,passed_tolerant,True,False,16084,16084,0.068872
model,tobacco_t1,GAB,passed,True,True,16084,16084,0.006845
model,tobacco_t1,GMB,passed,True,True,16084,16084,0.004084
model,tobacco_t1,GEO,passed_tolerant,True,False,16084,16084,0.020973
model,tobacco_t1,DEU,passed_tolerant,True,False,16084,16084,0.023552
model,tobacco_t1,GHA,passed_tolerant,True,False,16084,16084,0.010200
model,tobacco_t1,GRC,passed_tolerant,True,False,16084,16084,0.031220
model,tobacco_t1,GTM,passed_tolerant,True,False,16084,16084,0.011100
model,tobacco_t1,GIN,passed_tolerant,True,False,16084,16084,0.067914
model,tobacco_t1,GNB,passed_tolerant,True,False,16084,16084,0.023186
model,tobacco_t1,GUY,passed,True,True,16084,16084,0.004298
model,tobacco_t1,HTI,passed,True,True,16084,16084,0.001986
model,tobacco_t1,HND,passed_tolerant,True,False,16084,16084,0.031042
model,tobacco_t1,HUN,passed_tolerant,True,False,16084,16084,0.021073
model,tobacco_t1,ISL,passed,True,True,16084,16084,0.003165
model,tobacco_t1,IND,passed_tolerant,True,False,16084,16084,0.078978
model,tobacco_t1,IDN,passed_tolerant,True,False,16084,16084,0.099910
model,tobacco_t1,IRN,passed_tolerant,True,False,16084,16084,0.068872
model,tobacco_t1,IRQ,passed,True,True,16084,16084,0.005150
model,tobacco_t1,IRL,passed_tolerant,True,False,16084,16084,0.035925
model,tobacco_t1,ISR,passed,True,True,16084,16084,0.007812
model,tobacco_t1,ITA,passed_tolerant,True,False,16084,16084,0.049311
model,tobacco_t1,JAM,passed_tolerant,True,False,16084,16084,0.010396
model,tobacco_t1,JPN,passed_tolerant,True,False,16084,16084,0.014126
model,tobacco_t1,JOR,passed,True,True,16084,16084,0.004367
model,tobacco_t1,KAZ,passed,True,True,16084,16084,0.006055
model,tobacco_t1,KEN,passed,True,True,16084,16084,0.005300
model,tobacco_t1,PRK,passed_tolerant,True,False,16084,16084,0.188443
model,tobacco_t1,KOR,passed,True,True,16084,16084,0.009165
model,tobacco_t1,KWT,passed_tolerant,True,False,16084,16084,0.011380
model,tobacco_t1,KGZ,passed,True,True,16084,16084,0.008272
model,tobacco_t1,LAO,passed,True,True,16084,16084,0.004681
model,tobacco_t1,LVA,passed_tolerant,True,False,16084,16084,0.010425
model,tobacco_t1,LBN,passed,True,True,16084,16084,0.006599
model,tobacco_t1,LSO,passed_tolerant,True,False,16084,16084,0.014450
model,tobacco_t1,LBR,passed,True,True,16084,16084,0.005377
model,tobacco_t1,LBY,passed_tolerant,True,False,16084,16084,0.038739
model,tobacco_t1,LTU,passed_tolerant,True,False,16084,16084,0.016453
model,tobacco_t1,LUX,passed_tolerant,True,False,16084,16084,0.010929
model,tobacco_t1,MKD,passed_tolerant,True,False,16084,16084,0.066760
model,tobacco_t1,MDG,passed_tolerant,True,False,16084,16084,0.474800
model,tobacco_t1,MWI,passed_tolerant,True,False,16084,16084,0.101100
model,tobacco_t1,MYS,passed,True,True,16084,16084,0.007314
model,tobacco_t1,MDV,passed,True,True,16084,16084,0.002998
model,tobacco_t1,MLI,passed_tolerant,True,False,16084,16084,0.023571
model,tobacco_t1,MLT,passed_tolerant,True,False,16084,16084,0.024565
model,tobacco_t1,MRT,passed_tolerant,True,False,16084,16084,0.065029
model,tobacco_t1,MUS,passed_tolerant,True,False,16084,16084,0.058330
model,tobacco_t1,MEX,passed_tolerant,True,False,16084,16084,0.047982
model,tobacco_t1,MDA,passed_tolerant,True,False,16084,16084,0.017727
model,tobacco_t1,MNG,passed,True,True,16084,16084,0.005717
model,tobacco_t1,MNE,passed_tolerant,True,False,16084,16084,0.077548
model,tobacco_t1,MAR,passed,True,True,16084,16084,0.006723
model,tobacco_t1,MOZ,passed,True,True,16084,16084,0.003171
model,tobacco_t1,MMR,passed_tolerant,True,False,16084,16084,0.020450
model,tobacco_t1,NAM,passed,True,True,16084,16084,0.008735
model,tobacco_t1,NPL,passed,True,True,16084,16084,0.005099
model,tobacco_t1,NLD,passed_tolerant,True,False,16084,16084,0.066489
model,tobacco_t1,NZL,passed,True,True,16084,16084,0.007486
model,tobacco_t1,NIC,passed_tolerant,True,False,16084,16084,0.012806
model,tobacco_t1,NER,passed_tolerant,True,False,16084,16084,0.121300
model,tobacco_t1,NGA,passed_tolerant,True,False,16084,16084,0.032026
model,tobacco_t1,NOR,passed,True,True,16084,16084,0.008180
model,tobacco_t1,OMN,passed,True,True,16084,16084,0.006155
model,tobacco_t1,PAK,passed,True,True,16084,16084,0.005116
model,tobacco_t1,PAN,passed_tolerant,True,False,16084,16084,0.016979
model,tobacco_t1,PNG,passed_tolerant,True,False,16084,16084,0.012955
model,tobacco_t1,PRY,passed,True,True,16084,16084,0.008584
model,tobacco_t1,PHL,passed_tolerant,True,False,16084,16084,0.014126
model,tobacco_t1,POL,passed_tolerant,True,False,16084,16084,0.222300
model,tobacco_t1,PRT,passed_tolerant,True,False,16084,16084,0.014040
model,tobacco_t1,QAT,passed_tolerant,True,False,16084,16084,0.010146
model,tobacco_t1,ROU,passed_tolerant,True,False,16084,16084,0.021939
model,tobacco_t1,RUS,passed,True,True,16084,16084,0.007058
model,tobacco_t1,RWA,passed_tolerant,True,False,16084,16084,0.018624
model,tobacco_t1,WSM,passed,True,True,16084,16084,0.003468
model,tobacco_t1,STP,passed,True,True,16084,16084,0.005992
model,tobacco_t1,SAU,passed,True,True,16084,16084,0.003412
model,tobacco_t1,SEN,passed,True,True,16084,16084,0.006590
model,tobacco_t1,SRB,passed_tolerant,True,False,16084,16084,0.333400
model,tobacco_t1,SYC,passed_tolerant,True,False,16084,16084,0.010200
model,tobacco_t1,SLE,passed_tolerant,True,False,16084,16084,0.075850
model,tobacco_t1,SGP,passed_tolerant,True,False,16084,16084,0.031625
model,tobacco_t1,SVK,passed_tolerant,True,False,16084,16084,0.074674
model,tobacco_t1,SVN,passed_tolerant,True,False,16084,16084,0.062971
model,tobacco_t1,SLB,passed,True,True,16084,16084,0.003851
model,tobacco_t1,SOM,passed,True,True,16084,16084,0.009901
model,tobacco_t1,ZAF,passed_tolerant,True,False,16084,16084,0.070800
model,tobacco_t1,ESP,passed_tolerant,True,False,16084,16084,0.016157
model,tobacco_t1,LKA,passed,True,True,16084,16084,0.005267
model,tobacco_t1,SDN,passed_tolerant,True,False,16084,16084,0.039057
model,tobacco_t1,SUR,passed_tolerant,True,False,16084,16084,0.012370
model,tobacco_t1,SWZ,passed,True,True,16084,16084,0.002412
model,tobacco_t1,SWE,passed_tolerant,True,False,16084,16084,0.024069
model,tobacco_t1,CHE,passed,True,True,16084,16084,0.008036
model,tobacco_t1,SYR,passed,True,True,16084,16084,0.002873
model,tobacco_t1,TJK,passed_tolerant,True,False,16084,16084,0.050590
model,tobacco_t1,TZA,passed_tolerant,True,False,16084,16084,0.232400
model,tobacco_t1,THA,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t1,TGO,passed_tolerant,True,False,16084,16084,0.139044
model,tobacco_t1,TON,passed,True,True,16084,16084,0.003550
model,tobacco_t1,TTO,passed,True,True,16084,16084,0.003274
model,tobacco_t1,TUN,passed,True,True,16084,16084,0.008579
model,tobacco_t1,TUR,passed_tolerant,True,False,16084,16084,0.023271
model,tobacco_t1,TKM,passed_tolerant,True,False,16084,16084,0.023846
model,tobacco_t1,UGA,passed,True,True,16084,16084,0.007812
model,tobacco_t1,UKR,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t1,ARE,passed,True,True,16084,16084,0.006833
model,tobacco_t1,GBR,passed_tolerant,True,False,16084,16084,0.041277
model,tobacco_t1,USA,passed_tolerant,True,False,16084,16084,0.083040
model,tobacco_t1,URY,passed_tolerant,True,False,16084,16084,0.025911
model,tobacco_t1,UZB,passed,True,True,16084,16084,0.009901
model,tobacco_t1,VUT,passed_tolerant,True,False,16084,16084,0.037181
model,tobacco_t1,VEN,passed,True,True,16084,16084,0.006217
model,tobacco_t1,VNM,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t1,YEM,passed,True,True,16084,16084,0.001854
model,tobacco_t1,ZMB,passed_tolerant,True,False,16084,16084,0.037701
model,tobacco_t1,ZWE,passed_tolerant,True,False,16084,16084,0.013987
model,tobacco_t2,AFG,passed,True,True,16084,16084,0.003438
model,tobacco_t2,ALB,passed,True,True,16084,16084,0.004837
model,tobacco_t2,DZA,passed_tolerant,True,False,16084,16084,0.046111
model,tobacco_t2,AGO,passed,True,True,16084,16084,0.004707
model,tobacco_t2,ARG,passed_tolerant,True,False,16084,16084,0.047982
model,tobacco_t2,ARM,passed,True,True,16084,16084,0.004417
model,tobacco_t2,AUS,passed_tolerant,True,False,16084,16084,0.022180
model,tobacco_t2,AUT,passed_tolerant,True,False,16084,16084,0.023607
model,tobacco_t2,AZE,passed_tolerant,True,False,16084,16084,0.057049
model,tobacco_t2,BHS,passed,True,True,16084,16084,0.005678
model,tobacco_t2,BHR,passed,True,True,16084,16084,0.004652
model,tobacco_t2,BGD,passed,True,True,16084,16084,0.009238
model,tobacco_t2,BRB,passed,True,True,16084,16084,0.009901
model,tobacco_t2,BLR,passed_tolerant,True,False,16084,16084,0.022842
model,tobacco_t2,BEL,passed_tolerant,True,False,16084,16084,0.019590
model,tobacco_t2,BLZ,passed,True,True,16084,16084,0.005098
model,tobacco_t2,BEN,passed_tolerant,True,False,16084,16084,0.104467
model,tobacco_t2,BTN,passed_tolerant,True,False,16084,16084,0.055650
model,tobacco_t2,BIH,passed_tolerant,True,False,16084,16084,0.024508
model,tobacco_t2,BWA,passed_tolerant,True,False,16084,16084,0.012722
model,tobacco_t2,BRA,passed_tolerant,True,False,16084,16084,0.040500
model,tobacco_t2,BRN,passed_tolerant,True,False,16084,16084,0.032644
model,tobacco_t2,BGR,passed_tolerant,True,False,16084,16084,0.023724
model,tobacco_t2,BFA,passed,True,True,16084,16084,0.003467
model,tobacco_t2,BDI,passed,True,True,16084,16084,0.008176
model,tobacco_t2,KHM,passed_tolerant,True,False,16084,16084,0.015587
model,tobacco_t2,CMR,passed_tolerant,True,False,16084,16084,0.045359
model,tobacco_t2,CAN,passed_tolerant,True,False,16084,16084,0.041311
model,tobacco_t2,CPV,passed,True,True,16084,16084,0.006362
model,tobacco_t2,CAF,passed,True,True,16084,16084,0.003552
model,tobacco_t2,TCD,passed_tolerant,True,False,16084,16084,0.035909
model,tobacco_t2,CHL,passed_tolerant,True,False,16084,16084,0.026027
model,tobacco_t2,CHN,passed_tolerant,True,False,16084,16084,0.057333
model,tobacco_t2,COL,passed_tolerant,True,False,16084,16084,0.013246
model,tobacco_t2,COM,passed_tolerant,True,False,16084,16084,0.011118
model,tobacco_t2,COG,passed_tolerant,True,False,16084,16084,0.029315
model,tobacco_t2,COD,passed_tolerant,True,False,16084,16084,0.027514
model,tobacco_t2,CRI,passed_tolerant,True,False,16084,16084,0.019704
model,tobacco_t2,CIV,passed_tolerant,True,False,16084,16084,0.028044
model,tobacco_t2,HRV,passed_tolerant,True,False,16084,16084,0.041727
model,tobacco_t2,CUB,passed_tolerant,True,False,16084,16084,0.024185
model,tobacco_t2,CYP,passed_tolerant,True,False,16084,16084,0.012985
model,tobacco_t2,CZE,passed_tolerant,True,False,16084,16084,0.026625
model,tobacco_t2,DNK,passed_tolerant,True,False,16084,16084,0.014767
model,tobacco_t2,DJI,passed_tolerant,True,False,16084,16084,0.031843
model,tobacco_t2,DOM,passed,True,True,16084,16084,0.006220
model,tobacco_t2,EGY,passed,True,True,16084,16084,0.003467
model,tobacco_t2,SLV,passed,True,True,16084,16084,0.005545
model,tobacco_t2,GNQ,passed,True,True,16084,16084,0.003925
model,tobacco_t2,ERI,passed,True,True,16084,16084,0.005347
model,tobacco_t2,EST,passed,True,True,16084,16084,0.009994
model,tobacco_t2,ETH,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t2,FJI,passed,True,True,16084,16084,0.003266
model,tobacco_t2,FIN,passed_tolerant,True,False,16084,16084,0.032678
model,tobacco_t2,FRA,passed_tolerant,True,False,16084,16084,0.068872
model,tobacco_t2,GAB,passed,True,True,16084,16084,0.006845
model,tobacco_t2,GMB,passed,True,True,16084,16084,0.004084
model,tobacco_t2,GEO,passed_tolerant,True,False,16084,16084,0.020973
model,tobacco_t2,DEU,passed_tolerant,True,False,16084,16084,0.023552
model,tobacco_t2,GHA,passed_tolerant,True,False,16084,16084,0.010200
model,tobacco_t2,GRC,passed_tolerant,True,False,16084,16084,0.031220
model,tobacco_t2,GTM,passed_tolerant,True,False,16084,16084,0.011100
model,tobacco_t2,GIN,passed_tolerant,True,False,16084,16084,0.067914
model,tobacco_t2,GNB,passed_tolerant,True,False,16084,16084,0.023186
model,tobacco_t2,GUY,passed,True,True,16084,16084,0.004298
model,tobacco_t2,HTI,passed,True,True,16084,16084,0.001986
model,tobacco_t2,HND,passed_tolerant,True,False,16084,16084,0.031042
model,tobacco_t2,HUN,passed_tolerant,True,False,16084,16084,0.021073
model,tobacco_t2,ISL,passed,True,True,16084,16084,0.003165
model,tobacco_t2,IND,passed_tolerant,True,False,16084,16084,0.078978
model,tobacco_t2,IDN,passed_tolerant,True,False,16084,16084,0.099910
model,tobacco_t2,IRN,passed_tolerant,True,False,16084,16084,0.068872
model,tobacco_t2,IRQ,passed,True,True,16084,16084,0.005150
model,tobacco_t2,IRL,passed_tolerant,True,False,16084,16084,0.035925
model,tobacco_t2,ISR,passed,True,True,16084,16084,0.007812
model,tobacco_t2,ITA,passed_tolerant,True,False,16084,16084,0.049311
model,tobacco_t2,JAM,passed_tolerant,True,False,16084,16084,0.010396
model,tobacco_t2,JPN,passed_tolerant,True,False,16084,16084,0.014126
model,tobacco_t2,JOR,passed,True,True,16084,16084,0.003734
model,tobacco_t2,KAZ,passed,True,True,16084,16084,0.006055
model,tobacco_t2,KEN,passed,True,True,16084,16084,0.005634
model,tobacco_t2,PRK,passed_tolerant,True,False,16084,16084,0.188443
model,tobacco_t2,KOR,passed,True,True,16084,16084,0.009165
model,tobacco_t2,KWT,passed_tolerant,True,False,16084,16084,0.011380
model,tobacco_t2,KGZ,passed,True,True,16084,16084,0.008272
model,tobacco_t2,LAO,passed,True,True,16084,16084,0.004681
model,tobacco_t2,LVA,passed_tolerant,True,False,16084,16084,0.010425
model,tobacco_t2,LBN,passed,True,True,16084,16084,0.006599
model,tobacco_t2,LSO,passed_tolerant,True,False,16084,16084,0.014450
model,tobacco_t2,LBR,passed,True,True,16084,16084,0.005377
model,tobacco_t2,LBY,passed_tolerant,True,False,16084,16084,0.038739
model,tobacco_t2,LTU,passed_tolerant,True,False,16084,16084,0.016453
model,tobacco_t2,LUX,passed_tolerant,True,False,16084,16084,0.010929
model,tobacco_t2,MKD,passed_tolerant,True,False,16084,16084,0.066760
model,tobacco_t2,MDG,passed_tolerant,True,False,16084,16084,0.474800
model,tobacco_t2,MWI,passed_tolerant,True,False,16084,16084,0.101100
model,tobacco_t2,MYS,passed,True,True,16084,16084,0.007314
model,tobacco_t2,MDV,passed,True,True,16084,16084,0.002998
model,tobacco_t2,MLI,passed_tolerant,True,False,16084,16084,0.023571
model,tobacco_t2,MLT,passed_tolerant,True,False,16084,16084,0.024565
model,tobacco_t2,MRT,passed_tolerant,True,False,16084,16084,0.065029
model,tobacco_t2,MUS,passed_tolerant,True,False,16084,16084,0.058330
model,tobacco_t2,MEX,passed_tolerant,True,False,16084,16084,0.047982
model,tobacco_t2,MDA,passed_tolerant,True,False,16084,16084,0.017727
model,tobacco_t2,MNG,passed,True,True,16084,16084,0.005717
model,tobacco_t2,MNE,passed_tolerant,True,False,16084,16084,0.077548
model,tobacco_t2,MAR,passed,True,True,16084,16084,0.006723
model,tobacco_t2,MOZ,passed,True,True,16084,16084,0.003171
model,tobacco_t2,MMR,passed_tolerant,True,False,16084,16084,0.020450
model,tobacco_t2,NAM,passed,True,True,16084,16084,0.008735
model,tobacco_t2,NPL,passed,True,True,16084,16084,0.005099
model,tobacco_t2,NLD,passed_tolerant,True,False,16084,16084,0.066489
model,tobacco_t2,NZL,passed,True,True,16084,16084,0.007486
model,tobacco_t2,NIC,passed_tolerant,True,False,16084,16084,0.012806
model,tobacco_t2,NER,passed_tolerant,True,False,16084,16084,0.121300
model,tobacco_t2,NGA,passed_tolerant,True,False,16084,16084,0.032026
model,tobacco_t2,NOR,passed,True,True,16084,16084,0.008180
model,tobacco_t2,OMN,passed,True,True,16084,16084,0.006155
model,tobacco_t2,PAK,passed,True,True,16084,16084,0.005116
model,tobacco_t2,PAN,passed_tolerant,True,False,16084,16084,0.016979
model,tobacco_t2,PNG,passed_tolerant,True,False,16084,16084,0.012955
